judul,konten,label,url,sumber,kategori,text_length,title_length,created_timestamp
SALAH Putin Kirim Ribuan Pasukan sebagai Fasilitas Pertahanan di Papua,"Audio dalam konten yang beredar merupakan hasil rekayasa AI, kemungkinan atau probabilitasnya mencapai 99,9 persen.Unggahan berisi klaim “Putin kirim ribuan pasukan ke Papua” adalah konten palsu (fabricated content).Akun Facebook “Mohamad Fahmi Fildhafi” pada Minggu (6/7/2025) membagikanvideo disertai narasi:“Assalamualaikum warahmatullahi wabarakatuh. Sahabat kami di Indonesia, kawasan Pasifik dinamis untuk memperkuat pertahanan kedaulatan anda dan stabilitas regional, Rusia mengusulkan fasilitas pertahanan bersama di Papua, Indonesia. Kami siap menempatkan sistem pertahanan udara five hundred di sana, perisai terkuat kami untuk langit anda. Ingat, seluruh kekuatan strategis Rusia, termasuk potensi nuklir kami adalah jaminan keamanan bagi kemitraan kita. Ini semua tentu dengan menghormati penuh kedaulatan Indonesia. Bersama di Papua, kita bangun stabilitas kekuatan pertahanan Indonesia”Unggahan disertai takarir:“Putin lepas keberangkatan ribuan pasukan ke indonesia”Per Jumat (18/7/2025), konten tersebut telah mendapat lebih dari 15.600 tanda suka dan seribu komentar.Pemeriksaan FaktaTim Pemeriksa Fakta Mafindo (TurnBackHoax) menganalisis konten itu dengan perangkat deteksi AI, Hive Moderation. Hasilnya, audio dalam konten tersebut merupakan hasil rekayasa kecerdasan buatan (artificial intelligent/AI), probabilitas atau kemungkinannya mencapai 99,9 persen.TurnBackHoax kemudian menelusuri tangkapan layar video menggunakan Yandex Image serta Google Lens. TurnBackHoax juga memanfaatkan perangkat Google Translate untuk melakukan penerjemahan.Hasil penelusuran video pertama (bagian atas) mengarah ke pemberitaan media Rusia1tv.rupada September 2023. Video yang memperlihatkan Presiden Rusia Vladimir Putin itu diambil dari momen pidatonya mengenai peringatan satu tahun penyatuan kembali empat wilayah baru ke Rusia, yakni wilayah Donetsk, Lugansk, Kherson, dan Zaporizhzhia.Sementara itu, video kedua (bagian bawah) merupakan kumpulan dari beberapa momen yang tidak saling berkaitan, antara lain:YouTube Kementerian Pertahanan Rusia: Penyambutan pasukan terjun payung Rusia pada Januari 2022. Mereka kembali usai melaksanakan tugas sebagai pasukan penjaga perdamaian kolektif CSTO di Republik Kazakhstan.YouTube Kemhan RI: Pertemuan Menteri Pertahanan Prabowo dan Putin pada Selasa (31/7/2024). Dalam pertemuan itu, keduanya menyoroti hubungan bilateral jangka panjang, terutama terkait ketahanan pangan dan energi.YouTube Sekretariat Presiden: Momen Presiden Prabowo menerima kunjungan Sekretaris Dewan Keamanan Federasi Rusia, Sergei K. Shoigu, pada Selasa (25/2/2025). Kunjungan ini menegaskan komitmen kedua negara dalam mempererat kemitraan strategis dan membuka peluang lebih luas untuk kerja sama di masa depan.KesimpulanUnggahan berisi klaim “Putin kirim ribuan pasukan ke Papua” adalah konten palsu (fabricated content).(Ditulis oleh ‘Ainayya)12",FAKE,https://turnbackhoax.id/2025/07/18/salah-putin-kirim-ribuan-pasukan-sebagai-fasilitas-pertahanan-di-papua/,TurnBackHoax.id,News,2877,70,2025-07-19 08:13:17
SALAH Ada Insiden Kebocoran Nuklir di Cinere,"Tidak ada bukti atau konfirmasi resmi dari pemerintah setempat terkait kejadian itu, sehingga dapat dipastikan bahwa kabar tersebut adalah hoaks.Informasi “adanya insiden kebocoran nuklir di kawasan Cinere” merupakan konten yang menyesatkan (misleading content).Beredar sebuahinformasi oleh akun X “Levin’s Brother” pada Selasa, (03/06/2025) yang menyebutkan bahwa adanya kebocoran nuklir di wilayah Cinere, Depok, dengan indeks kualitas udara (AQI) sebesar 483 US AQI.Hingga artikel ini ditulis, unggahan tersebut telah dilihat sebanyak hampir 4 juta, dengan lebih dari 4 ribu unggahan ulang, 600 interaksi komentar, dan lebih 30 ribu suka.Pemeriksaan FaktaTim Pemeriksa Fakta Mafindo (TurnBackHoax) coba melakukan pencarian informasi melalui“Google”terkait informasi tersebut. Hasilnya, pencarian mengarah pada salah satu unggahan oleh akun Instagram “theunexplnd”.Dalam unggahannya menyebutkan bahwa ramai kabar di media sosial terkait dugaan kebocoran nuklir di wilayah Cinere, Depok, dengan kategoriIndeks Kualitas Udara (AQI)Hazardous (berbahaya) yaitu sebesar 483 US AQI. Nomor AQI ditetapkan berdasarkan polutan udara dengan nomor AQI tertinggi pada saat kualitas udara diukur. Tetapi hasil tersebut tidak bisa menunjukkan adanya kebocoran nuklir.Informasi tersebut sempat membuat masyarakat resah. Namun setelah ditelusuri, tidak ada bukti atau konfirmasi resmi dari pemerintah setempat terkait kejadian itu, sehingga dapat dipastikan bahwa kabar tersebut adalah hoaks.Masyarakat diimbau untuk tetap tenang, tidak mudah percaya dengan informasi yang belum terverifikasi, dan selalu menjaga kesehatan serta menggunakan masker ketika diluar dan alat bantu penyaring udara untuk menjaga kualitas udara di dalam ruangan.KesimpulanInformasi “adanya insiden kebocoran nuklir di kawasan Cinere” merupakan konten yang menyesatkan (misleading content).(Ditulis oleh Arief Putra Ramadhan)12",FAKE,https://turnbackhoax.id/2025/07/18/salah-ada-insiden-kebocoran-nuklir-di-cinere/,TurnBackHoax.id,News,1889,44,2025-07-19 08:13:17
SALAH Junta Myanmar Ingin Memerangi Indonesia,"Tidak ditemukan informasi dari sumber kredibel yang membenarkan klaim.Unggahan berisi klaim “Junta Myanmar ingin memerangi Indonesia” merupakan konten yang menyesatkan (misleading content).Akun Facebook “Mila Nurarafah” pada Selasa (8/7/2025)membagikanvideo disertai narasi:“Junta myanmar tidak ingin melepaskan tawanan Indonesia, malah ingin perang lawan indonesiaJUNTA MILITER MYANMAR TIDAK MAU DIAJAK NEGOSIASI SAMA INDONESIA MALAH SEMAKIN MENJADI JADI, INDONESIA MULAI MENYIAPKAN PASUKAN ELIT UNTUK MENYERANG JUNTA MYANMAR”Per Jumat (18/7/2025), konten tersebut telah mendapat lebih dari 20 ribu tanda suka dan 17.300-an komentar.Pemeriksaan FaktaTim Pemeriksa Fakta Mafindo (TurnBackHoax) memasukkan kata kunci “Myanmar perangi Indonesia” ke mesin pencarian Google. Sepanjang penelusuran, tidak ditemukan informasi kredibel mengenai Junta Myanmar yang ingin perang melawan Indonesia.Terkait WNI yang ditawan di Myanmar, TurnBackHoax pernah mengulas seputar klaim tersebut lewat artikel “ Indonesia Menyatakan Perang Lawan Myanmar”.Dalam artikel yang tayang Jumat (11/7/2025) itu, disebutkan bahwa parlemen Indonesia mendorong dilakukannya operasi militer selain perang (OMSP)—atau diplomasi militer—dalam upaya pembebasan tahanan WNI di Myanmar. Hal tersebut dilakukan apabila diplomasi Kementerian Luar Negeri mengalami kegagalan.KesimpulanUnggahan berisi klaim “Junta Myanmar ingin perangi Indonesia” adalah konten yang menyesatkan (misleading content).(Ditulis oleh ‘Ainayya)12",FAKE,https://turnbackhoax.id/2025/07/18/salah-junta-myanmar-ingin-memerangi-indonesia/,TurnBackHoax.id,News,1485,45,2025-07-19 08:13:17
SALAH Ono Surono Didemo karena Mau Memecah Jawa Barat Menjadi Lima Provinsi,"Pemprov Jabar kini tengah fokus membahas pemekaran desa di wilayah Jawa Barat. Namun, tidak membahas pemekaran Jabar menjadi 5 provinsi.Klaim bahwa “Ono Surono didemo karena mau memecah Jawa Barat menjadi lima provinsi” adalah konten yang menyesatkan(misleading content).Beredar sebuahunggahanvideo oleh akunFacebook“Anik Rohmatin” pada Sabtu (05/07/2025). Unggahan tersebut menyebutkan bahwa Ono Surono didemo mahasiswa dan warga karena ingin memecah Jawa Barat menjadi lima provinsi. Berikut narasi pendukungnya:Ono Surono di Demo Mahasiswa dan Warga#onosurono #KDM #kangdedi #dedimulyadi #bapaaing #jabariatimewah #mahasiswa #warga #trendingtopik #fypviral #fbpro #reelsHingga artikel ini ditulis, video tersebut telah ditonton lebih dari 150 ribu kali, disukai 1.649 ribu kali, menuai 751 komentar, dan 54 kali dibagikan.Pemeriksaan FaktaTim Pemeriksa Fakta Mafindo (TurnBackHoax) menelusuri kebenaran klaim dengan memasukkan kata kunci “Ono Surono didemo karena mau memecah Jawa Barat Menjadi lima provinsi” ke mesin pencarian Google. Tidak ditemukan informasi atau pemberitaan kredibel yang membenarkan klaim.Berdasarkaninformasiyang didapatkan, tidak ditemukan pernyataan resmi atau pemberitaan yang menunjukkan Ono Surono mengusulkan Jawa Barat dipecah menjadi lima provinsi, isu ini juga sudahdiklarifikasioleh Badan Perencanaan Pembangunan Daerah (Bappeda) Jawa Barat (Jabar) yang menegaskan wacana pemekaran Jawa Barat menjadi 5 provinsi merupakan hoaks atau kabar bohong.Bappeda bersama DPRD Jabar tengah membahas Rencana Pembangunan Jangka Menengah Daerah (RPJMD) lima tahun ke depan tahun 2025-2029. Pemprov Jabar kini tengah fokus membahaspemekaran desadi wilayah Jawa Barat. Namun,tidak membahaspemekaran Jabar menjadi 5 provinsi.Tidak ada bukti valid atau pemberitaan resmi yang mendukung narasi Ono Surono didemo mahasiswa dan warga karena ingin memecah Jawa Barat menjadi lima provinsi.KesimpulanKlaim bahwa “Ono Surono didemo karena mau memecah Jawa Barat menjadi lima provinsi” adalah konten yang menyesatkan(misleading content).Pemprov Jabar kini tengah fokus membahas pemekaran desa di wilayah Jawa Barat. Namun, tidak membahas pemekaran Jabar menjadi 5 provinsi.(Ditulis oleh Desta Ardiansyah)12",FAKE,https://turnbackhoax.id/2025/07/18/salah-ono-surono-didemo-karena-mau-memecah-jawa-barat-menjadi-lima-provinsi/,TurnBackHoax.id,News,2219,75,2025-07-19 08:13:17
PENIPUAN Pendaftaran Loker Mayora Group Lewat Google Docs,"Mayora Group tidak membuka pendaftaran lowongan kerja melalui Google Docs selain melalui email berdomain @mayora.co.id, @mayoraportal.co.id, dan @ptcns.co.id.Unggahan berisi klaim “pendaftaran lowongan kerja Mayora Group lewat Google Docs” merupakan konten tiruan (impostor content).Akun Facebook “Info Kerja Mayora” pada Selasa (15/7/2025) mengunggahtautan yang mengarah ke formulir Google Docs dengan narasi:“Saat Ini PT. Mayora Group Buka Lowongan Kerja Besar Besaran Di Banyak Posisi Untuk Semua Kalangan Terbaru.”Hingga Jumat (18/7/2025) unggahan itu disukai 71 kali, dikomentari 9 kali dan dibagikan 5 kali.Pemeriksaan FaktaTim Pemeriksa Fakta Mafindo (TurnBackHoax) menelusuri kebenaran klaim dengan mengunjungi akun Instagram resmi milik Mayora (@mayoraofficial).Melaluistoriesdi akun resminya tersebut, Mayora mengajak masyarakat mewaspadai penipuan lowongan kerja mengatasnamakan Mayora.“Perhatian! Mayora tidak mengundang kandidat melalui email berdomain selain: @mayora.co.id, @mayoraportal.co.id, dan @ptcns.co.id. Kami juga tidak pernah memungut biaya apapun saat interview ataupun recruitment karyawan. Info lebih lanjut terkait lowongan kerja di Mayora silahkan follow akun Instagram@mayorakarir. Terimakasih” tulis Mayora distories-nya.KesimpulanUnggahan berisi klaim “pendaftaran lowongan kerja Mayora Group lewat Google Docs” merupakan konten tiruan (impostor content).12",FAKE,https://turnbackhoax.id/2025/07/18/penipuan-pendaftaran-loker-mayora-group-lewat-google-docs/,TurnBackHoax.id,News,1390,57,2025-07-19 08:13:17
PENIPUAN Program Bantuan Puluhan Juta Rupiah dari Dedi Mulyadi,"Konten yang beredar adalah hasil rekayasa AI, probabilitas atau kemungkinannya mencapai 99,7 persen.Unggahan video disertai klaim “program bantuan puluhan juta rupiah dari Dedi Mulyadi” merupakan konten palsu (fabricated content).Akun Facebook “Program Bantuan Masyarakat Kang Dedi Mulyadi” pada Minggu (13/7/2025) mengunggahvideo beserta narasi:“Assalamualaikum warahmatullahi wabarakatuh, Saya Dedi Mulyadi membuka program bantuan Rp50 juta lewat akun Facebook ini, bagi siapa saja yang sedang kesulitan, usaha sepi, anak belum sekolah, atau butuh biaya berobat silahkan chat Saya langsung di messenger. Dan Saya tegaskan bantuan ini langsung dari saya dan bukan hoax sama sekali”Per Jumat (18/7/2025), unggahan tersebut telah dilihat lebih dari 42 ribu kali, mendapat lebih dari 1.300 tanda suka, dan dibagikan ulang 56 kali.Pemeriksaan FaktaDisadur dari artikel Cek Faktakompas.com.Tim Cek Fakta Kompas.com melakukan penelusuran menggunakan Google Lens dan menemukan video yang beredar identik dengan unggahan akun TikTokDedi Mulyadibulan Mei 2025.Dalam video aslinya, Dedi tidak menawarkan bantuan Rp50 juta. Namun, ia menyampaikan ucapan duka atas meninggalnya empat TNI dan sembilan warga sipil saat pemusnahan amunisi tidak layak pakai di Kabupaten Garut pada Senin (12/5/2025).Tim Cek Fakta Kompas.com kemudian mengambil sampel suara Dedi Mulyadi dalam video yang beredar dan mengeceknya menggunakan Hive Moderation. Hasilnya, suara Dedi Mulyadi menawarkan bantuan Rp50 juta memiliki probabilitas 99,7 persen dihasilkan artificial intelligence (AI).KesimpulanUnggahan video disertai klaim “program bantuan puluhan juta rupiah dari Dedi Mulyadi” merupakan konten palsu (fabricated content).(Ditulis oleh Vania)12",FAKE,https://turnbackhoax.id/2025/07/18/penipuan-program-bantuan-puluhan-juta-rupiah-dari-dedi-mulyadi/,TurnBackHoax.id,News,1720,62,2025-07-19 08:13:17
PENIPUAN Video Prabowo Resmikan Pinjol Tanpa Bunga,"Konteks asli video adalah momen Prabowo menyampaikan salah satu program bila terpilih sebagai presiden pada Pilpres 2024, yakni makan gratis untuk seluruh anak-anak Indonesia.Unggahan video berisi klaim “Prabowo resmikan pinjaman online tanpa bunga” merupakan konten palsu (fabricated content).Akun TikTok “MNC BANK INDONESIA” pada Senin (18/5/2025) mengunggahvideo disertai narasi:“Presiden Prabowo telah meresmikan pinjaman berbasis online pinjaman aman dan amanah bunga 0% tanpa agunan walaupun BI checking jelek100% diawasi OJK pinjaman bisa semua untuk wilayah Indonesia walaupun keadaan kerja di TKW cukup dengan KTP pancaran paling lama 20/30 menit di acc pinjaman!”Per Jumat (18/7/2025), unggahan tersebut telah dilihat lebih dari 17 ribu kali, mendapat hampir 700 tanda suka dan dibagikan ulang 238 kali.Pemeriksaan FaktaTim Pemeriksa Fakta Mafindo (TurnBackHoax) memanfaatkan Google Lens untuk mencari tahu sumber video unggahan. Pencarian tangkapan layar mengarah ke video serupa unggahan kanal YouTubeLDII TV“Rakernas LDII 2023: Pembekalan Materi Letjend. (Purn) Prabowo Subianto (Menteri Pertahanan RI)” yang tayang November 2023.Potongan video diambil pada akhir penyampaian pembekalan materi rapat kerja nasional Lembaga Dakwah Islam Indonesia (LDII) oleh Prabowo Subianto. Ia kala itu menyampaikan salah satu program bila terpilih sebagai presiden pada Pilpres 2024, yakni makan gratis untuk seluruh anak-anak Indonesia.Materi yang disampaikan Prabowo hanya seputar kepemimpinan nasional, pembangunan karakter SDM, serta tantangan dan peluang untuk menghadapi masa depan. Tidak ada kaitannya dengan peresmian pinjaman online tanpa bunga.KesimpulanUnggahan video berisi klaim “Prabowo resmikan pinjaman online tanpa bunga” merupakan konten palsu (fabricated content).(Ditulis oleh Vania)12",FAKE,https://turnbackhoax.id/2025/07/18/penipuan-video-prabowo-resmikan-pinjol-tanpa-bunga/,TurnBackHoax.id,News,1804,50,2025-07-19 08:13:17
PENIPUAN Tautan Pendaftaran Bantuan Subsidi Upah,"Faktanya, pendaftaran BSU tidak bisa dilakukan secara mandiri. Kemnaker akan mengambil langsung data calon penerima BSU dari BPJS Ketenagakerjaan, sesuai dengan ketentuan yang tertuang dalam Peraturan Menteri Ketenagakerjaan (Permenaker) Nomor 5 Tahun 2025.Unggahan berisi tautan “pendaftaran bantuan subsidi upah” yang mengarah ke laman tak resmi itu merupakan konten palsu (fabricated content).Akun Facebook “INFO Terkini” pada Jumat (11/7/2025) mengunggahtautan disertai narasi:“Pemerintah kembali menyalurkan Bantuan Subsidi Upah (BSU) 2025 tahap II senilai Rp600 ribu kepada para pekerja aktif Bagi yang belum menerima pencairan di tahap I, siap-siap, karena saldo BSU Rp600 ribu akan segera masuk ke rekening mulai awal Juli 2025.Dan bagi yang belum menerima silahkan daftar kembali”Per Jumat (18/7/2025) unggahan telah disukai lebih dari 700 kali dan dibagikan ulang 15 kali.Pemeriksaan FaktaTim Pemeriksa Fakta Mafindo (TurnBackHoax) mencari konteks asli foto dalam unggahan itu dengan menggunakan Google Lens. Hasilnya, ditemukan infografis serupa di akun instagram resmi Kementerian Kesehatan “kemnakerpada September 2022. Namun, tautan tersebut tidak mengarah ke tautan tertentu sebagaimana unggahan akun Facebook “INFO Terkini” .TurnBackHoax kemudian memasukkan kata kunci “BSU Tahap 2 2025” ke mesin pencarian Google. Penelusuran teratas mengarah ke pemberitaandetik.com“Apakah Masih Bisa Daftar BSU 2025 untuk Dapat Rp600 Ribu?” yang tayang Kamis (10/7/2025).Diketahui, BSU 2025 tahap II diperkirakan cair antara pekan pertama hingga kedua Juli 2025. Masyarakat yang belum terdaftar BSU, tidak bisa melakukan pendaftaran secara mandiri.Pemerintah melalui Kementerian Ketenagakerjaan (Kemnaker) menegaskan proses penyaluran BSU tidak melalui mekanisme pendaftaran oleh calon penerima. Data penerima diambil langsung dari BPJS Ketenagakerjaan, sesuai dengan ketentuan yang tertuang dalam Peraturan Menteri Ketenagakerjaan (Permenaker) Nomor 5 Tahun 2025.TurnBackHoax pun mencoba mengakses tautan dalam unggahan akun Facebook “INFO Terkini”. Diketahui, tautan tersebut tidak mengarah ke laman resmi BSU Kemnaker (bsu.kemnaker.go.id). Warganet justru diminta untuk mengisi kolom provinsi tempat tinggal beserta nomor telegram aktif.KesimpulanUnggahan berisi tautan “pendaftaran bantuan subsidi upah” yang mengarah ke laman tak resmi itu merupakan konten palsu (fabricated content).(Ditulis oleh Vania)12",FAKE,https://turnbackhoax.id/2025/07/18/penipuan-tautan-pendaftaran-bantuan-subsidi-upah/,TurnBackHoax.id,News,2413,48,2025-07-19 08:13:17
SALAH Jepang Blacklist Pekerja Indonesia,"Kedutaan Besar Republik Indonesia (KBRI) Tokyo menegaskan, bahwa tidak ada pernyataan resmi dari pemerintah Jepang mengenai blacklist terhadap Indonesia.Unggahan dengan narasi “Jepang Blacklist Pekerja Indonesia” merupakan konten yang menyesatkan (misleading content).Pada Sabtu (12/07/2025) akun TikTok “masmaonnwiu” mengunggahvideoyang mengklaim Pekerja Indonesia masuk daftar hitam masuk negara Jepang. Video tersebut disertai narasi :Imbas ulah buruk WNI di jepang indonesia masuk DAFTAR HITAMHingga Kamis (17/07/2025) video tersebut telah dilihat 4,7 juta kali, dan menuai 183 ribu komentar pengguna TikTok.Pemeriksaan FaktaTim Pemeriksa Fakta Mafind0 (TurnbackHoax) menelusuri informasi tersebut melalui mesin pencarian Google dengan kata kunci “Jepang Blacklist Pekerja Indonesia”. Hasil pencarian teratas mengarah pada pemberitaancnnindonesia.comberjudul “KBRI Tokyo Buka Suara soal Jepang Mau Blacklist Pekerja WNI di 2026” yang diunggah pada Rabu (16/07/2025).Dilansir dari cnnindonesia.com, Kedutaan Besar Republik Indonesia (KBRI) Tokyo menegaskan, bahwa tidak ada pernyataan resmi dari pemerintah Jepang mengenai blacklist terhadap Indonesia.“Pemerintah Jepang tidak pernah menyampaikan hal tersebut, dan isu ini bukan bagian dari pembahasan resmi antara Pemerintah Indonesia dan Jepang,” jelas KBRI melalui rilis resmi KBRI Tokyo pada Selasa (15/7).KesimpulanUnggahan dengan narasi “Jepang Blacklist Pekerja Indonesia” merupakan konten yang menyesatkan (misleading content).(Ditulis oleh Dyah Febriyani)12",FAKE,https://turnbackhoax.id/2025/07/18/salah-jepang-blacklist-pekerja-indonesia/,TurnBackHoax.id,News,1519,40,2025-07-19 08:13:17
SALAH Iran Pamerkan Rudal Terbesar di Dunia,"Faktanya video yang menampilkan Iran pamerkan rudal terbesar di dunia tersebut merupakan hasil rekayasa kecerdasan buatan (AI).Unggahan dengan klaim “Iran pamerkan rudal terbesar di dunia” merupakan konten palsu (fabricated content).Beredarvideo dari akun Tiktok “@cekdon773” pada Jumat (4/7/2025) yang menampilkan parade kendaraan tempur membawa rudal ukuran raksasa yang ditonton oleh sejumlah warga. Berikut narasi lengkapnya:Iran Mulai Menunjukkan kekuatan Rudal antar benua nyaDunia Ketar Ketir Melihat iniRudal Terbesar di Dunia ada di Iran ternyataIran pamerkan rudal terbesar di Dunia dengan jarak tempuh antar benua,Netizen ; AS menyesal telah menyerang Iran!Bagaimana pendapat anda?Hingga Jumat (18/7/2025) unggahan tersebut telah disukai lebih dari 2 ribu kali, menuai 103 komentar dan dibagikan ulang oleh 220 pengguna Tiktok lainnya.Pemeriksaan FaktaDisadur dari artikel Cek Faktatempo.co.Tempo menelusuri kebenaran video menggunakan Google Lens, menganalisis materi video, dan membandingkan dengan pemberitaan kredibel. Hasilnya, video tersebut adalah hasil kecerdasan buatan (AI).Video serupa telah diunggah sebelumnya oleh akun Tiktok@mhrx.aipada Rabu (18/6/2025) dengan keterangan “Massive Missile Parade, Military Power in Action”. Seluruh konten yang diunggah oleh akun ini merupakan hasil buatan AI, termasuk musik dan suara dalam video. Video ini juga diunggah oleh akun YouTube@VanesStCyrpada Sabtu (28/6/2025) dengan judul yang sama.Berdasarkan analisis visual, Tempo mendapati beberapa kejanggalan. Pertama pada sekumpulan orang yang menyaksikan dari atas sebuah bangunan. Mereka tampak bergerak tidak normal. Kedua, pada detik ketiga dan keempat, ketika truk bagian depan melintas, terlihat melindas dua orang yang berdiri di bagian depan.Tempo kemudian menganalisis konten itu menggunakan alat pendeteksi kecerdasan buatan, AI or Not. Hasilnya, 100 persen kemungkinan fragmen dibuat dengan kecerdasan buatan.KesimpulanUnggahan dengan klaim “Iran pamerkan rudal terbesar di dunia” merupakan konten palsu (fabricated content).(Ditulis oleh Pekik Jalu Utomo)12",FAKE,https://turnbackhoax.id/2025/07/18/salah-iran-pamerkan-rudal-terbesar-di-dunia/,TurnBackHoax.id,News,2083,43,2025-07-19 08:13:17
PENIPUAN Maia Estianty Berbagi Uang,"Video tersebut merupakan hasil rekayasa AI dengan kemungkinan atau probabilitas mencapai 99%.Unggahan berisi klaim “Maia Estianty berbagi hadiah” adalah konten tiruan (impostor content).Akun Instagram “berbagi_hadiah_official2” pada Sabtu (12/7/2025) mengunggahvideo yang menampilkan penyanyi wanita, Maia Estianty yang berbagi uang dengan narasi:“NAZAR SAYA KHUSUSNYA YANG PUNYA REKENING BANK DI BAWAH TAPI SALDONYA KOSONG SINI KUMPUL SAYA TRANSFER 30.000.000 SEKARANG TAPI INGAT SETELAH SAYA TRANSFER UANGNYA JANGAN UNTUK FOYA-FOYA YA PASTI SAYA BANTU INI NYATA BUKAN HANYA KONTEN”Hingga Rabu (16/7/2025) unggahan itu disukai lebih dari 11.968 kali dan dikomentari lebih dari 4.993 kali.Pemeriksaan FaktaTim Pemeriksa Fakta Mafindo (TurnBackHoax) menelusuri kebenaran klaim dengan mengunggah video tersebut ke situs pendeteksi Artificial Intelligence (AI),hivemoderation.com.Hasilnya, suara di video tersebut tersebut diketahui hasil rekayasa Artificial Intelligence (AI) dengan probabilitas 99 persen.Selain itu, di akun Instagram resmi milik Maia Estianty (@maiaestiantyreal) tidak ditemukan informasi seperti yang ada di klaim.KesimpulanUnggahan berisi klaim “Maia Estianty berbagi hadiah” adalah konten tiruan (impostor content).12",FAKE,https://turnbackhoax.id/2025/07/17/penipuan-maia-estianty-berbagi-uang/,TurnBackHoax.id,News,1237,35,2025-07-19 08:13:17
SALAH Artis Randy Pangalila Meninggal Dunia pada 11 Juli 2025,"Faktanya, Randy Pangalila masih aktif mengunggah kontenstoriesdi laman Instagram-nya@randpunkpada Selasa (15/7/2025). Tidak ada informasi bahwa ia meninggal dunia.Unggahan foto berisi klaim “artis Randy Pangalila meninggal dunia pada 11 Juli 2025” merupakan konten yang menyesatkan (misleading content).Akun Facebook “Inspirasi Masa Kini” pada Jumat (11/7/2025) mengunggahfoto disertai narasi:“’Meninggal di Jam 4 subuh’ Dunia Hiburan Berduka Inalillahi..Dvnia 4rtis Berdvka Detik – Detik Artis R3ndy Pang4lila Kritis saat acara byon kombat 3 kini dia Di Rumah Sakit Terakhir di Rumah Sakit Jakarta Selatan Minta doa ya fans Semoga Beliau cepat Di Berikanlah Kesembuhan AMIN”Hingga Selasa (15/7/2025) unggahan telah disukai 167 kali dan dikomentari 85 kali.Pemeriksaan FaktaTim Pemeriksa Fakta Mafindo (TurnBackHoax) melakukan penelusuran dengan mengunjungi akun Instagram terverifikasi milik Randy Pangalila (@randpunk).Akun tersebut masih mengunggahstoriespada Selasa (15/7/2025) yang menampilkan foto Randy beserta keluarganya. Sebelumnya, Randy juga masih mengunggah videoreelspada Jumat (11/7/2025).Selain itu, tidak ditemukan pemberitaan dari media kredibel mana pun yang menyebutkan Randy Pangalila meninggal dunia pada Jumat (11/7/2025).KesimpulanUnggahan foto berisi klaim “artis Randy Pangalila meninggal dunia pada 11 Juli 2025” merupakan konten yang menyesatkan (misleading content).12",FAKE,https://turnbackhoax.id/2025/07/17/salah-artis-randy-pangalila-meninggal-dunia-pada-11-juli-2025/,TurnBackHoax.id,News,1397,61,2025-07-19 08:13:17
SALAH Klaim Video Peluncuran Rudal Hipersonik,"Faktanya, video yang disebarkan adalah rekaman peluncuran roket Soyuz-2.1b pada 23 Desember 2011 lalu.Unggahan yang membagikan video tersebut masuk ke kategori konten yang menyesatkan (misleading content).Pada Selasa (3/6/2025) beredarvideodi Facebook (arsip cadangan) oleh akun “Indomiliter” (fb.me/indomiliter.page) dengan narasi:“Merinding gaesss #hypersonicmissiles”di unggahannya. Narasi ini mengaitkan dengan konflik Rusia – Ukraina yang per artikel ini disusun masih berlangsung.Per tangkapan layar (screenshot) dibuat, unggahan tersebut sudah disukai oleh 239 kali, mendapatkan 52 komentar, dan dibagikan 12 kali oleh pengguna Facebook lainnya.Pemeriksaan FaktaTim Pemeriksa Fakta MAFINDO (TurnBackHoax) menelusuri kebenaran klaim menggunakan perkakas(tool)InVID WeVerify yang memfragmentasi video ke dalam bentuk gambar/foto untuk mencari bingkai utama (Keyframe), yang kemudian digunakan untuk melakukan pencarian gambar (image search) menggunakan Google Lens.Hasil penelusuran mengarahkan ke beberapa sumber unggahan video yang mirip dengan konteks informasi yang benar. Berdasarkan karakteristiknya yaitu bentuk jejak asap yang ditinggalkan dan semburat warna langit, video yang diunggah oleh akun “dems124” (@dems124) ke YouTube pada 24 Desember 2011 lalu adalah video yang paling cocok dibandingkan dengan unggahan-unggahan yang lainnya.Kecocokan ini dikoroborasi didukung oleh pencarian Google menggunakan kata kunci “soyuz meridian december 23 2011” yang didapatkan dari deskripsi unggahan oleh sumber di atas, hasilnya ditemukan informasi dari blog Russian Strategic Nuclear Forces dan forumNASASpaceFlight.comdengan tanggal publikasi yang sama, yaitu pada 23 Desember 2011. Koroborasi lainnya diperoleh dari sumber media Russia Today (ria.ru) yang memuat artikel di tanggal yang sama, yaitu pada 23 Desember 2011.KesimpulanUnggahan tersebut masuk ke kategori konten yang menyesatkan (misleading content), faktanya video yang disebarkan adalah rekaman peluncuran roket Soyuz-2.1b pada 23 Desember 2011 lalu.12",FAKE,https://turnbackhoax.id/2025/07/17/salah-klaim-video-peluncuran-rudal-hipersonik/,TurnBackHoax.id,News,2026,45,2025-07-19 08:13:17
